"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"744",0,0,0,1,1,0,0,0,0,0,NA,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,1,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,0,NA,0
"745",0,1,1,NA,0,0,NA,1,1,NA,1,1,NA,NA,1,0,NA,NA,0,1,0,0,1,0,0,1,0,1,1,NA,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,NA,1,1,NA,1,NA,NA,0,NA,0,0,1,NA,1,0,1,NA,0,0,0,0,1,1,NA,1,1,1,0,0,0,0,1,1,1,NA,NA,NA,0,1,0,NA,1,1,1,1,1,1,1,0,0,0,1,NA,1
"746",0,1,0,1,NA,1,0,1,NA,0,0,1,0,0,NA,1,NA,1,0,0,0,NA,NA,0,1,NA,0,1,0,0,0,1,0,0,1,1,0,1,NA,0,0,1,0,0,NA,0,0,1,0,NA,NA,1,NA,NA,1,1,0,1,NA,0,0,1,NA,0,NA,1,0,1,NA,0,0,NA,0,NA,1,1,NA,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,NA,0,NA,1,0,NA,0,0
"747",0,1,NA,NA,0,0,0,0,NA,1,0,1,1,1,0,NA,NA,NA,0,1,NA,1,1,0,0,0,0,NA,0,1,NA,0,1,1,0,0,0,0,0,1,0,1,1,NA,0,0,0,NA,0,1,NA,1,1,NA,0,0,NA,NA,0,1,0,1,1,1,0,0,0,NA,0,NA,0,1,1,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,0,0,0,1,0,1,NA,1,0,0,NA,0,0,1
"748",0,0,0,1,NA,1,0,1,1,NA,1,NA,0,1,NA,1,1,1,1,NA,0,0,NA,NA,NA,1,NA,1,NA,NA,1,0,NA,NA,0,0,1,1,1,1,0,NA,0,1,0,0,1,1,1,1,0,0,NA,1,0,NA,0,1,1,1,0,0,0,0,0,0,NA,1,1,1,1,0,0,0,0,0,1,1,NA,1,NA,NA,0,0,NA,0,1,0,1,1,NA,NA,1,1,NA,NA,1,1,NA,1
"749",0,0,NA,0,0,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,NA,0,0,NA,0,NA,1,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,1,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,0,0,1,0,0,NA,0,0,NA,NA,0,0,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0
"750",NA,NA,NA,1,0,0,0,0,NA,NA,1,0,NA,1,1,0,1,0,0,0,0,0,NA,1,NA,0,0,0,NA,0,0,0,0,1,0,0,0,NA,0,0,1,0,NA,1,1,0,1,NA,NA,NA,0,0,0,1,0,NA,0,0,NA,0,0,0,NA,1,0,0,0,0,0,0,0,NA,NA,1,1,0,0,0,0,0,NA,0,0,1,NA,NA,0,0,0,0,0,NA,0,1,0,0,0,0,NA,NA
"751",1,0,NA,0,0,NA,0,0,0,NA,1,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0
"752",0,NA,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,NA,1,1,0,1,0,0,0,1,NA,0,1,NA,NA,1,1,NA,1,1,0,0,NA,1,0,0,0,NA,0,1,0,0,1,NA,0,NA,NA,NA,0,1,1,0,1,1,0,0,0,NA,0,1,0,0,NA,1,0,0,0,NA,0,1,0,0,0,1,0,0,1,0,NA,NA,0,0,1,NA,0,0,0,0,0,1,0,0,1,1
"753",0,0,1,1,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,NA,0,0,NA,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,NA,NA,0,NA,1,NA,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,1,0,0,0,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0
"754",0,1,1,0,NA,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,1,0,NA,0,0,0,NA,0,0,NA,1,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,NA,0,0,1,0,0,0,0,NA,0,NA,0,1,1,0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0
"755",0,0,0,1,0,NA,NA,NA,0,NA,0,0,0,1,1,0,0,0,0,1,NA,NA,0,NA,NA,0,0,0,NA,1,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,0,0,1,0,NA,1,0,0,NA,1,0,0,0,NA,0,1,0,NA,0,0,0,0,NA,0,0,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,1,0,NA,0,0,0,1,0,NA,0,1,0,0,NA,0,0,1
"756",0,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,1,NA,1,0,NA,NA,0,0,0,0,0,NA,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,0,1,0,0,0,NA,0,0,0,0,NA,1,0,NA,0,0,0,0,0,1,0,1,0,0,0,0,NA,0,0,1,0,1,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0
"757",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,0,1,0,NA,0,NA,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,1,NA,0
"758",NA,NA,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,1,NA,NA,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"759",0,0,NA,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,NA,1,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,0,0,NA,NA,NA,0,0,0,1,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,NA,0,0,NA,NA,1,0,0,NA,0,0,0,0,NA,0,1
"760",0,1,0,1,1,NA,NA,0,0,NA,0,1,0,1,1,0,1,0,0,0,0,1,0,NA,1,NA,NA,0,0,NA,0,NA,NA,1,1,NA,0,0,NA,1,0,0,0,NA,1,0,1,0,NA,1,NA,1,NA,1,NA,0,0,0,0,1,0,0,NA,1,1,NA,1,NA,0,1,NA,1,0,1,NA,0,1,0,NA,1,NA,1,0,1,NA,0,0,NA,0,0,0,NA,NA,1,1,0,0,0,0,0
"761",1,0,0,NA,1,0,0,0,1,0,0,0,NA,0,1,0,0,NA,NA,0,0,1,0,0,NA,NA,0,NA,1,0,1,0,1,0,1,NA,NA,1,1,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,NA,NA,0,0,1,0,0,0,0,0,1,0,NA,0,1,0,1,NA,0,1,NA,NA,NA,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,NA,0
"762",NA,0,1,1,0,0,0,NA,0,0,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,1,NA,0,0,0,NA,0,NA,NA,1,NA,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,1,1,0,NA,0,0,NA,0,0,0,1,1,NA,0,NA,0,0,NA
"763",1,NA,1,1,1,1,0,0,0,0,1,NA,1,1,1,NA,0,0,0,1,1,NA,1,1,1,1,0,NA,0,1,1,NA,1,1,0,0,0,0,NA,1,1,1,1,1,NA,NA,0,1,0,1,1,1,1,1,0,1,NA,0,NA,1,1,1,1,1,0,NA,NA,0,NA,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,NA,0,0,0,0,NA,NA,NA,1,NA,0,NA,0,0,0,1
"764",0,0,0,0,0,0,0,0,1,0,0,NA,0,0,1,NA,0,1,1,0,0,0,0,0,NA,NA,0,1,NA,0,1,NA,0,NA,1,0,0,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,1,0,0,NA,0,0,0,NA,0,1,0,NA,0,0,0,0,0,0,1,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,NA,1,0
"765",NA,0,0,1,1,0,0,0,1,1,1,1,NA,NA,NA,0,1,1,1,1,NA,1,NA,1,1,0,0,1,1,1,1,1,NA,1,1,0,1,1,1,1,0,1,0,NA,1,0,NA,1,1,1,NA,1,0,1,1,0,0,NA,1,NA,0,0,0,1,1,0,0,0,1,NA,1,NA,0,1,1,0,0,1,0,1,NA,0,0,1,1,0,NA,1,1,1,NA,NA,NA,1,1,0,NA,1,1,1
"766",0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"767",1,1,0,0,NA,0,1,1,NA,1,1,1,0,0,1,0,NA,0,0,1,1,NA,0,0,0,1,0,0,0,1,1,1,0,1,0,0,NA,NA,NA,1,1,1,0,0,1,NA,NA,1,0,1,1,NA,NA,0,0,0,0,0,0,1,1,1,NA,0,0,0,1,0,NA,NA,1,1,0,0,0,0,1,0,0,1,1,1,0,NA,1,0,1,NA,NA,1,1,1,0,1,NA,0,1,0,0,1
"768",NA,NA,1,1,NA,1,1,0,0,0,0,NA,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,NA,0,1,NA,NA,NA,1,0,0,1,0,0,1,0,1,1,1,0,0,0,NA,NA,1,NA,NA,NA,1,0,1,1,0,0,NA,0,0,1,1,0,1,1,0,1,1,0,NA,1,1,0,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,0,1,0,0,1,NA,0,0,0
"769",0,0,0,1,1,0,0,NA,1,0,0,0,0,NA,1,0,0,1,NA,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,NA,NA,0,0,0,0,0,0,0,1,1,1,0,NA,0,NA,NA,0,0,1,1,1,0,0,NA,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,NA,1,NA,0,NA,1,0,0,0,0,0,1,0,0,1,1,0
"770",NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,0,1,NA,1,1,1,1,1,1,1,1,1,1,0,1,1,NA,1,0,1,1,NA,1,0,1,1,0,1,1,1,1,1,NA,1,1,0,1,1,0,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,1,1,1,NA,0,1,0,1,1,1,1,NA,1,1,0,NA,1
"771",0,0,1,NA,0,0,0,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,NA,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,0,0,1,NA,0,0
"772",1,0,NA,NA,1,0,1,1,0,NA,1,0,1,0,1,0,1,1,0,0,0,NA,1,NA,1,0,0,1,NA,NA,1,0,NA,NA,1,0,NA,1,0,NA,0,0,0,0,1,0,1,NA,0,0,NA,0,NA,0,NA,0,NA,1,NA,0,0,0,1,0,1,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA,0,NA,1,0,1,0,1,NA,NA,1,NA,0,0,0,1,NA,0,NA,1,NA,0,0
"773",0,0,1,NA,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,NA,0,0,0,1,0,0,0,0,0,NA,0,1,0,1,0,0,0,NA,0,0,0,0,0,1,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,0,0,1,0,0,0,NA,0,0,NA,0,0,1,NA,0,0,0,0,0,0
"774",0,0,1,0,NA,0,NA,0,0,1,0,0,1,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,1,NA,0,1,0,0,0,0,0,0,1,0,0,NA,0,0,NA,0,0,NA,1,0,0,1,NA,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,NA,0,NA,0,0,1,0,NA,0,0,0,0,NA,0,NA,1,0,0,0,0,0,0,1
"775",0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,1,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,NA,0,0,0,0,0,0,1,0,0,NA,0,0,NA,0,1,0,0,0,NA,NA,0,0,0,0,1,0,0,0,NA,0,0,0,0,NA,1,0,0,1,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,0
"776",1,0,0,NA,NA,0,0,1,0,0,NA,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,1,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,NA,0,0,0,NA,NA,1,1,NA,NA,0,0,1,0,1,NA,1,1,0,NA,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,NA,NA,0,1
"777",0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0,0,0,NA,0,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,1,0,0,NA,0,0,NA,1,0,0,1,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,NA,NA,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"778",1,0,0,NA,1,NA,1,NA,0,1,1,NA,1,1,1,0,0,0,0,1,NA,0,0,1,1,0,0,0,0,NA,1,0,1,NA,1,NA,NA,0,0,NA,1,0,NA,1,0,0,0,0,0,1,NA,0,0,1,1,0,1,0,NA,NA,0,NA,1,NA,1,0,1,NA,0,1,NA,0,1,1,1,0,1,0,0,1,NA,0,1,NA,1,NA,NA,NA,0,NA,1,0,1,1,1,0,1,0,0,1
"779",0,NA,0,0,1,1,0,0,1,0,NA,1,NA,NA,1,1,0,0,1,0,0,1,NA,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,NA,0,NA,0,0,1,1,NA,0,1,0,NA,1,0,0,NA,NA,0,0,1,NA,1,1,NA,0,NA,0,0,NA,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,NA,1,0,0,0,1,0
"780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,1,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
"781",0,0,0,1,NA,0,0,1,0,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,NA,0,1,0,0,0,NA,NA,1,0,0,0,0,0,0,NA,0,0,1,1,0,0,1,0,0,0,0,0,1,0,NA,0,NA,0,NA,0,0,0,1,0,0,NA,1,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,0,1,0,0
"782",0,0,1,1,0,1,1,0,NA,0,0,0,NA,1,0,1,1,1,0,0,NA,0,NA,NA,0,NA,0,NA,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,NA,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,NA,NA,0,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,1,NA,1,0,0,0,0,0,NA,0,1,NA,1,0,0,0,0,1,1,0,1,1,1,0,0
"783",0,NA,NA,0,0,0,1,NA,0,1,1,0,NA,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,NA,1,0,NA,NA,0,NA,0,1,1,0,1,NA,NA,1,0,0,0,1,NA,NA,NA,0,NA,1,0,0,1,1,1,1,NA,NA,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,NA,0,1,0,0,0,NA,1,0,1,0,0,NA,0,0,0,1,1,0,1
"784",NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,1,0,0,0,0,NA,0,0,NA,0,1,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
"785",NA,0,0,0,1,1,NA,NA,0,0,1,NA,NA,0,1,1,0,0,0,0,NA,0,0,0,1,NA,0,0,0,0,1,0,0,NA,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1,0,0,NA,1,NA,0,0,NA,0,NA,0,0,0,1,1,0,NA,0,0,0,0,NA,0,NA,1,0,0,0,NA
"786",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,1,0,0,1,NA,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,NA,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,NA
"787",1,0,NA,1,1,0,NA,0,1,0,1,1,1,NA,1,1,0,1,1,1,1,1,1,0,1,0,0,NA,NA,0,1,0,1,0,1,0,1,NA,1,1,1,0,1,0,NA,0,1,0,1,1,1,1,NA,0,NA,0,1,0,1,1,0,0,1,0,1,NA,NA,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,NA,0,1,0,0,NA,1,0,NA,0,1,0,1,0,1,0,1,0
"788",0,0,NA,0,0,1,0,0,1,0,NA,0,1,1,0,NA,0,NA,NA,1,0,0,NA,0,NA,1,0,0,1,1,1,0,0,1,0,1,1,NA,NA,NA,0,0,0,0,0,1,NA,0,1,1,0,0,0,0,0,1,NA,0,1,NA,0,0,0,0,0,1,0,0,1,1,0,NA,0,0,0,1,0,NA,NA,NA,1,0,0,NA,0,1,0,0,1,1,0,NA,1,1,0,1,0,0,1,1
"789",1,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,1,0,1,NA,0,0,0,0,NA,0,1,0,0,1,0,1,0,1,0,0,NA,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,NA,0,0,0,NA,1,0,0,1,0,0,1,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,1,1,0,0,0,0,1,0,NA,0,0,0,NA,NA,NA,0,NA,0,0,0,NA,NA,0,0
"790",NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,0,NA,0,0,NA,0,0,NA,0,1,0,0,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0
"791",0,0,0,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,NA,1,0,NA,1,1,0,0,0,1,1,0,0,NA,1,1,0,NA,1,1,1,1,0,NA,1,1,0,0,NA,1,1,1,0,0,1,1,NA,0,0,1,NA,1,0,NA,1,1,0,0,0,1,1,1,NA,1,1,1,0,0,0,1,1,1,0,NA,NA,1,0,0,0,1,NA,1,0,NA,1,0,0,0,NA,NA,1,1,NA,0,1
"792",1,1,1,NA,0,1,0,1,NA,1,1,NA,1,NA,0,1,1,1,0,1,1,NA,0,0,0,1,NA,1,1,1,1,1,NA,1,0,NA,1,1,0,1,1,1,0,1,0,1,1,NA,1,1,NA,1,0,0,0,1,0,1,NA,1,1,1,0,0,0,1,NA,1,1,NA,1,1,NA,0,0,1,0,1,1,1,1,1,0,0,0,1,0,NA,1,1,1,1,1,1,0,1,0,1,1,1
"793",NA,NA,1,1,1,0,0,1,0,1,NA,0,1,NA,1,0,0,1,0,1,0,0,0,NA,1,0,NA,0,0,1,1,0,0,1,1,0,0,NA,0,1,1,NA,NA,1,1,0,0,1,0,NA,1,0,NA,1,NA,0,0,1,0,1,1,NA,0,1,1,0,0,1,NA,1,NA,NA,NA,NA,1,0,NA,1,0,1,1,0,0,1,1,0,0,0,0,1,NA,0,NA,1,1,0,0,1,NA,1
"794",0,1,1,0,0,0,0,0,0,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,NA,0,NA,0,0,1,0,0,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0
"795",0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,1,0,0,0,NA,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,NA,0,1,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,NA,0
"796",1,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,1,0,0,NA,0,NA,0,1,NA,0,1,NA,0,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,1,0,0,1,0,0,0,0,0,NA
"797",0,NA,0,1,NA,0,0,NA,0,0,1,1,0,1,0,NA,0,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,0,0,NA,0,0,1,NA,1,0,NA,0,0,0,0,NA,1,0,0,0,1,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,NA,0,0,0,1,0,1,0,NA,0,0,0,0
"798",0,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,0,0,0,1,0,0,1,0,NA,0,0,NA,0,1,0,0,0,0,0,0,0,0,NA,1,NA,0,0,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,NA,1,0,0,1,NA,1,0,NA,0,0,1,0,0,0,NA,1,0,NA,0,NA,1,0,0,NA,0,1,NA,0,0
"799",1,0,1,NA,1,NA,0,NA,0,0,1,NA,1,0,1,0,0,1,0,0,NA,0,1,1,NA,0,0,NA,0,0,1,NA,NA,1,1,0,NA,NA,0,0,1,0,NA,1,1,0,0,NA,0,NA,1,NA,1,0,1,0,0,NA,0,0,1,NA,NA,1,1,0,0,0,0,NA,NA,0,1,0,1,NA,NA,1,0,0,1,0,1,0,1,NA,0,0,0,0,1,NA,1,NA,1,0,0,NA,0,0
"800",1,0,0,NA,0,1,NA,0,0,0,0,1,NA,0,0,1,0,1,0,0,0,1,0,NA,0,1,0,1,0,NA,NA,1,0,0,1,1,1,1,0,0,0,NA,0,0,NA,1,1,0,0,0,0,NA,0,NA,NA,1,1,1,0,NA,0,0,0,NA,0,1,1,1,0,0,0,0,0,1,0,NA,NA,1,NA,0,0,0,0,0,0,1,1,1,0,0,NA,0,0,0,0,NA,NA,NA,0,0
"801",0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0
"802",0,0,1,0,1,1,0,1,NA,1,1,0,NA,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,1,0,1,0,NA,1,NA,1,1,0,1,0,1,1,0,1,1,NA,0,0,1,NA,1,1,0,1,NA,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,NA,1,0,0,1,NA,1,0,1,1,1,0,0,1,1,1
"803",0,1,1,1,NA,1,0,0,0,NA,NA,1,1,1,1,0,0,1,0,1,0,1,NA,0,1,1,0,NA,0,1,NA,NA,NA,1,0,0,1,1,0,1,1,1,0,NA,NA,0,NA,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,NA,1,0,NA,NA,0,0,1,NA,NA,1,1,0,1,1,0,0,0,0,0,1,NA,1,1,0,0,NA,1,0,0
"804",0,1,1,1,0,NA,0,0,0,0,NA,1,1,0,0,1,0,0,0,NA,NA,1,1,0,0,1,0,0,0,0,0,1,NA,1,NA,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,NA,NA,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,NA,1,NA,0,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,0,0,1,1,0,0,1,NA,0,0,0
